0 ('/sc2/maps.py', 'module_initializer', 'logger')
3113 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER45BR90T')
3114 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER90L45BR')
3115 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER90T45BL')
3116 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER90R45UL')
3117 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER90B45UR')
3118 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER90TR')
3119 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER90BR')
3120 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER90LB')
3121 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLCORNER90LT')
3122 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLDIAGONALBLUR')
3123 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLDIAGONALBLURLF')
3124 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLDIAGONALULBRLF')
3125 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLDIAGONALULBR')
3126 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLSTRAIGHTVERTICAL')
3127 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLVERTICALLF')
3128 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLSTRAIGHTHORIZONTAL')
3129 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DESTRUCTIBLEWALLSTRAIGHTHORIZONTALBF')
3130 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DEFENSEWALLE')
3131 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DEFENSEWALLS')
3132 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DEFENSEWALLW')
3133 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DEFENSEWALLN')
3134 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DEFENSEWALLNE')
3135 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DEFENSEWALLSW')
3136 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DEFENSEWALLNW')
3137 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DEFENSEWALLSE')
3138 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'WRECKEDBATTLECRUISERHELIOSFINAL')
3139 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'FIREWORKSBLUE')
3140 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'FIREWORKSRED')
3141 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'FIREWORKSYELLOW')
3142 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PURIFIERBLASTMARKUNIT')
3143 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ITEMGRAVITYBOMBS')
3144 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ITEMGRENADES')
3145 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ITEMMEDKIT')
3146 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ITEMMINES')
3147 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'REAPERPLACEMENT')
3148 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'QUEENZAGARAACGLUESCREENDUMMY')
3149 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'OVERSEERZAGARAACGLUESCREENDUMMY')
3150 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'STUKOVINFESTEDCIVILIANACGLUESCREENDUMMY')
3151 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'STUKOVINFESTEDMARINEACGLUESCREENDUMMY')
3152 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'STUKOVINFESTEDSIEGETANKACGLUESCREENDUMMY')
3153 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'STUKOVINFESTEDDIAMONDBACKACGLUESCREENDUMMY')
3154 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'STUKOVINFESTEDBANSHEEACGLUESCREENDUMMY')
3155 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SILIBERATORACGLUESCREENDUMMY')
3156 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'STUKOVINFESTEDBUNKERACGLUESCREENDUMMY')
3157 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'STUKOVINFESTEDMISSILETURRETACGLUESCREENDUMMY')
3158 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'STUKOVBROODQUEENACGLUESCREENDUMMY')
3159 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ZEALOTFENIXACGLUESCREENDUMMY')
3160 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SENTRYFENIXACGLUESCREENDUMMY')
3161 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ADEPTFENIXACGLUESCREENDUMMY')
3162 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'IMMORTALFENIXACGLUESCREENDUMMY')
3163 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'COLOSSUSFENIXACGLUESCREENDUMMY')
3164 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'DISRUPTORACGLUESCREENDUMMY')
3165 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'OBSERVERFENIXACGLUESCREENDUMMY')
3166 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SCOUTACGLUESCREENDUMMY')
3167 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CARRIERFENIXACGLUESCREENDUMMY')
3168 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PHOTONCANNONFENIXACGLUESCREENDUMMY')
3169 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRIMALZERGLINGACGLUESCREENDUMMY')
3170 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'RAVASAURACGLUESCREENDUMMY')
3171 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRIMALROACHACGLUESCREENDUMMY')
3172 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'FIREROACHACGLUESCREENDUMMY')
3173 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRIMALGUARDIANACGLUESCREENDUMMY')
3174 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRIMALHYDRALISKACGLUESCREENDUMMY')
3175 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRIMALMUTALISKACGLUESCREENDUMMY')
3176 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRIMALIMPALERACGLUESCREENDUMMY')
3177 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRIMALSWARMHOSTACGLUESCREENDUMMY')
3178 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CREEPERHOSTACGLUESCREENDUMMY')
3179 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRIMALULTRALISKACGLUESCREENDUMMY')
3180 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TYRANNOZORACGLUESCREENDUMMY')
3181 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PRIMALWURMACGLUESCREENDUMMY')
3182 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HHREAPERACGLUESCREENDUMMY')
3183 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HHWIDOWMINEACGLUESCREENDUMMY')
3184 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HHHELLIONTANKACGLUESCREENDUMMY')
3185 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HHWRAITHACGLUESCREENDUMMY')
3186 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HHVIKINGACGLUESCREENDUMMY')
3187 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HHBATTLECRUISERACGLUESCREENDUMMY')
3188 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HHRAVENACGLUESCREENDUMMY')
3189 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HHBOMBERPLATFORMACGLUESCREENDUMMY')
3190 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HHMERCSTARPORTACGLUESCREENDUMMY')
3191 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HHMISSILETURRETACGLUESCREENDUMMY')
3192 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HIGHTEMPLARSKINPREVIEW')
3193 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'WARPPRISMSKINPREVIEW')
3194 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SIEGETANKSKINPREVIEW')
3195 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'LIBERATORSKINPREVIEW')
3196 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'VIKINGSKINPREVIEW')
3197 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'STUKOVINFESTEDTROOPERACGLUESCREENDUMMY')
3198 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER6S')
3199 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER6SE')
3200 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER6E')
3201 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER6NE')
3202 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER6N')
3203 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER6NW')
3204 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER6W')
3205 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER6SW')
3206 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER8S')
3207 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER8SE')
3208 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER8E')
3209 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER8NE')
3210 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER8N')
3211 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER8NW')
3212 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER8W')
3213 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'XELNAGADESTRUCTIBLEBLOCKER8SW')
3214 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SNOWGLAZESTARTERMP')
3215 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SHIELDBATTERY')
3216 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'OBSERVERSIEGEMODE')
3217 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'OVERSEERSIEGEMODE')
3218 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'RAVENREPAIRDRONE')
3219 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'HIGHTEMPLARWEAPONMISSILE')
3220 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'CYCLONEMISSILELARGEAIRALTERNATIVE')
3221 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'RAVENSCRAMBLERMISSILE')
3222 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'RAVENREPAIRDRONERELEASEWEAPON')
3223 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'RAVENSHREDDERMISSILEWEAPON')
3224 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTEDACIDSPINESWEAPON')
3225 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INFESTORENSNAREATTACKMISSILE')
3226 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'SNARE_PLACEHOLDER')
3227 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TYCHUSREAPERACGLUESCREENDUMMY')
3228 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TYCHUSFIREBATACGLUESCREENDUMMY')
3229 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TYCHUSSPECTREACGLUESCREENDUMMY')
3230 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TYCHUSMEDICACGLUESCREENDUMMY')
3231 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TYCHUSMARAUDERACGLUESCREENDUMMY')
3232 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TYCHUSWARHOUNDACGLUESCREENDUMMY')
3233 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TYCHUSHERCACGLUESCREENDUMMY')
3234 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TYCHUSGHOSTACGLUESCREENDUMMY')
3235 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'TYCHUSSCVAUTOTURRETACGLUESCREENDUMMY')
3236 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ZERATULSTALKERACGLUESCREENDUMMY')
3237 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ZERATULSENTRYACGLUESCREENDUMMY')
3238 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ZERATULDARKTEMPLARACGLUESCREENDUMMY')
3239 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ZERATULIMMORTALACGLUESCREENDUMMY')
3240 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ZERATULOBSERVERACGLUESCREENDUMMY')
3241 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ZERATULDISRUPTORACGLUESCREENDUMMY')
3242 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ZERATULWARPPRISMACGLUESCREENDUMMY')
3243 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ZERATULPHOTONCANNONACGLUESCREENDUMMY')
3244 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'RENEGADELONGBOLTMISSILEWEAPON')
3245 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'VIKING')
3246 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'RENEGADEMISSILETURRET')
3247 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PARASITICBOMBRELAYDUMMY')
3248 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'PREVIEWBUNKERUPGRADED')
3249 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'ASSIMILATORRICH')
3250 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'EXTRACTORRICH')
3251 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INHIBITORZONESMALL')
3252 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INHIBITORZONEMEDIUM')
3253 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'INHIBITORZONELARGE')
3254 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'REFINERYRICH')
3255 ('/sc2/ids/unit_typeid.py', 'UnitTypeId_class_initializer', 'MINERALFIELD450')
3256 ('/sc2/ids/effect_id.py', 'module_initializer', 'item')
3257 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'NULL')
3258 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'PSISTORMPERSISTENT')
3259 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'GUARDIANSHIELDPERSISTENT')
3260 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'TEMPORALFIELDGROWINGBUBBLECREATEPERSISTENT')
3261 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'TEMPORALFIELDAFTERBUBBLECREATEPERSISTENT')
3262 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'THERMALLANCESFORWARD')
3263 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'SCANNERSWEEP')
3264 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'NUKEPERSISTENT')
3265 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'LIBERATORTARGETMORPHDELAYPERSISTENT')
3266 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'LIBERATORTARGETMORPHPERSISTENT')
3267 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'BLINDINGCLOUDCP')
3268 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'RAVAGERCORROSIVEBILECP')
3269 ('/sc2/ids/effect_id.py', 'EffectId_class_initializer', 'LURKERMP')
3270 ('/sc2/ids/buff_id.py', 'module_initializer', 'item')
3271 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'NULL')
3272 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'RADAR25')
3273 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'TAUNTB')
3274 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'DISABLEABILS')
3275 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'TRANSIENTMORPH')
3276 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'GRAVITONBEAM')
3277 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'GHOSTCLOAK')
3278 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'BANSHEECLOAK')
3279 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'POWERUSERWARPABLE')
3280 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'VORTEXBEHAVIORENEMY')
3281 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'CORRUPTION')
3282 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'QUEENSPAWNLARVATIMER')
3283 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'GHOSTHOLDFIRE')
3284 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'GHOSTHOLDFIREB')
3285 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'LEECH')
3286 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'LEECHDISABLEABILITIES')
3287 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'EMPDECLOAK')
3288 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'FUNGALGROWTH')
3289 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'GUARDIANSHIELD')
3290 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'SEEKERMISSILETIMEOUT')
3291 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'TIMEWARPPRODUCTION')
3292 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'ETHEREAL')
3293 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'NEURALPARASITE')
3294 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'NEURALPARASITEWAIT')
3295 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'STIMPACKMARAUDER')
3296 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'SUPPLYDROP')
3297 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', '_250MMSTRIKECANNONS')
3298 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'STIMPACK')
3299 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'PSISTORM')
3300 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'CLOAKFIELDEFFECT')
3301 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'CHARGING')
3302 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'AIDANGERBUFF')
3303 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'VORTEXBEHAVIOR')
3304 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'SLOW')
3305 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'TEMPORALRIFTUNIT')
3306 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'SHEEPBUSY')
3307 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'CONTAMINATED')
3308 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'TIMESCALECONVERSIONBEHAVIOR')
3309 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'BLINDINGCLOUDSTRUCTURE')
3310 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'COLLAPSIBLEROCKTOWERCONJOINEDSEARCH')
3311 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'COLLAPSIBLEROCKTOWERRAMPDIAGONALCONJOINEDSEARCH')
3312 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'COLLAPSIBLETERRANTOWERCONJOINEDSEARCH')
3313 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'COLLAPSIBLETERRANTOWERRAMPDIAGONALCONJOINEDSEARCH')
3314 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'DIGESTERCREEPSPRAYVISION')
3315 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'INVULNERABILITYSHIELD')
3316 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'MINEDRONECOUNTDOWN')
3317 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'MOTHERSHIPSTASIS')
3318 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'MOTHERSHIPSTASISCASTER')
3319 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'MOTHERSHIPCOREENERGIZEVISUAL')
3320 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'ORACLEREVELATION')
3321 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'GHOSTSNIPEDOT')
3322 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'NEXUSPHASESHIFT')
3323 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'NEXUSINVULNERABILITY')
3324 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'ROUGHTERRAINSEARCH')
3325 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'ROUGHTERRAINSLOW')
3326 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'ORACLECLOAKFIELD')
3327 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'ORACLECLOAKFIELDEFFECT')
3328 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'SCRYERFRIENDLY')
3329 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'SPECTRESHIELD')
3330 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'VIPERCONSUMESTRUCTURE')
3331 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'RESTORESHIELDS')
3332 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'MERCENARYCYCLONEMISSILES')
3333 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'MERCENARYSENSORDISH')
3334 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'MERCENARYSHIELD')
3335 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'SCRYER')
3336 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'STUNROUNDINITIALBEHAVIOR')
3337 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'BUILDINGSHIELD')
3338 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'LASERSIGHT')
3339 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'PROTECTIVEBARRIER')
3340 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'CORRUPTORGROUNDATTACKDEBUFF')
3341 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'BATTLECRUISERANTIAIRDISABLE')
3342 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'BUILDINGSTASIS')
3343 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'STASIS')
3344 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'RESOURCESTUN')
3345 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'MAXIMUMTHRUST')
3346 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'CHARGEUP')
3347 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'CLOAKUNIT')
3348 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'NULLFIELD')
3349 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'RESCUE')
3350 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'BENIGN')
3351 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'LASERTARGETING')
3352 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'ENGAGE')
3353 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'CAPRESOURCE')
3354 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'BLINDINGCLOUD')
3355 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'DOOMDAMAGEDELAY')
3356 ('/sc2/ids/buff_id.py', 'BuffId_class_initializer', 'EYESTALK')
