0 ('/wemake_python_styleguide/visitors/ast/naming.py', 'module_initializer', '_VariableDef')
1586 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_for_violations', 'self')
1587 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_for_violations', 'node')
1588 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_for_violations', 'return_names')
1589 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_for_violations', 'previous_names')
1590 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'ConstantKeywordVisitor_class_initializer', '_forbidden_nodes')
1591 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_While', 'self')
1592 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_While', 'node')
1593 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_Assert', 'self')
1594 ('/wemake_python_styleguide/visitors/ast/keywords.py', 'visit_Assert', 'node')
1595 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_condition', 'self')
1596 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_condition', 'node')
1597 ('/wemake_python_styleguide/visitors/ast/keywords.py', '_check_condition', 'condition')
1598 ('/wemake_python_styleguide/visitors/ast/imports.py', '_validate_any_import', 'self')
1599 ('/wemake_python_styleguide/visitors/ast/imports.py', '_validate_any_import', 'node')
1600 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_nested_import', 'self')
1601 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_nested_import', 'node')
1602 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_same_alias', 'self')
1603 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_same_alias', 'node')
1604 ('/wemake_python_styleguide/visitors/ast/imports.py', 'validate', 'node')
1605 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_dotted_raw_import', 'self')
1606 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_dotted_raw_import', 'node')
1607 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_protected_import', 'self')
1608 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_protected_import', 'node')
1609 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_protected_import', 'names')
1610 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_from_import', 'self')
1611 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_from_import', 'node')
1612 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_protected_import_from_module', 'self')
1613 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_protected_import_from_module', 'node')
1614 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_protected_import_from_members', 'self')
1615 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_protected_import_from_members', 'node')
1616 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_vague_alias', 'self')
1617 ('/wemake_python_styleguide/visitors/ast/imports.py', '_check_vague_alias', 'node')
1618 ('/wemake_python_styleguide/visitors/ast/imports.py', 'add_import', 'self')
1619 ('/wemake_python_styleguide/visitors/ast/imports.py', 'add_import', 'node')
1620 ('/wemake_python_styleguide/visitors/ast/imports.py', 'add_import_from', 'self')
1621 ('/wemake_python_styleguide/visitors/ast/imports.py', 'add_import_from', 'node')
1622 ('/wemake_python_styleguide/visitors/ast/imports.py', 'visit_Import', 'self')
1623 ('/wemake_python_styleguide/visitors/ast/imports.py', 'visit_Import', 'node')
1624 ('/wemake_python_styleguide/visitors/ast/imports.py', 'visit_ImportFrom', 'self')
1625 ('/wemake_python_styleguide/visitors/ast/imports.py', 'visit_ImportFrom', 'node')
1626 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_duplicated_isinstance_call', '_duplicated_isinstance_call_ret')
1627 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_duplicated_isinstance_call', 'node')
1628 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_duplicated_isinstance_call', 'counter')
1629 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_get_duplicate_names', 'variables')
1630 ('/wemake_python_styleguide/visitors/ast/conditions.py', 'IfStatementVisitor_class_initializer', '_returning_nodes')
1631 ('/wemake_python_styleguide/visitors/ast/conditions.py', 'visit_any_if', 'self')
1632 ('/wemake_python_styleguide/visitors/ast/conditions.py', 'visit_any_if', 'node')
1633 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_negated_conditions', 'self')
1634 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_negated_conditions', 'node')
1635 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_multiline_conditions', 'self')
1636 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_multiline_conditions', 'node')
1637 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_useless_else', 'self')
1638 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_useless_else', 'node')
1639 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_useless_else', 'real_ifs')
1640 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_useless_len', 'self')
1641 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_useless_len', 'node')
1642 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_simplifiable_returning_if', 'self')
1643 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_simplifiable_returning_if', 'node')
1644 ('/wemake_python_styleguide/visitors/ast/conditions.py', 'visit_BoolOp', 'self')
1645 ('/wemake_python_styleguide/visitors/ast/conditions.py', 'visit_BoolOp', 'node')
1646 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_get_all_names', '_get_all_names_ret')
1647 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_get_all_names', 'self')
1648 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_get_all_names', 'node')
1649 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_get_all_names', 'names')
1650 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_same_elements', 'self')
1651 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_same_elements', 'node')
1652 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_isinstance_calls', 'self')
1653 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_isinstance_calls', 'node')
1654 ('/wemake_python_styleguide/visitors/ast/conditions.py', 'ImplicitBoolPatternsVisitor_class_initializer', '_allowed')
1655 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_implicit_in', 'self')
1656 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_implicit_in', 'node')
1657 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_implicit_in', 'variables')
1658 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_implicit_complex_compare', 'self')
1659 ('/wemake_python_styleguide/visitors/ast/conditions.py', '_check_implicit_complex_compare', 'node')
1660 ('/wemake_python_styleguide/visitors/ast/loops.py', 'WrongComprehensionVisitor_class_initializer', '_max_ifs')
1661 ('/wemake_python_styleguide/visitors/ast/loops.py', 'WrongComprehensionVisitor_class_initializer', '_max_fors')
1662 ('/wemake_python_styleguide/visitors/ast/loops.py', 'visit_comprehension', 'self')
1663 ('/wemake_python_styleguide/visitors/ast/loops.py', 'visit_comprehension', 'node')
1664 ('/wemake_python_styleguide/visitors/ast/loops.py', 'visit_any_comprehension', 'self')
1665 ('/wemake_python_styleguide/visitors/ast/loops.py', 'visit_any_comprehension', 'node')
1666 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_ifs', 'self')
1667 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_ifs', 'node')
1668 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_fors', 'self')
1669 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_fors', 'node')
1670 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_contains_yield', 'self')
1671 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_contains_yield', 'node')
1672 ('/wemake_python_styleguide/visitors/ast/loops.py', 'WrongLoopVisitor_class_initializer', '_breaks')
1673 ('/wemake_python_styleguide/visitors/ast/loops.py', 'WrongLoopVisitor_class_initializer', '_containers')
1674 ('/wemake_python_styleguide/visitors/ast/loops.py', 'visit_any_comp', 'self')
1675 ('/wemake_python_styleguide/visitors/ast/loops.py', 'visit_any_comp', 'node')
1676 ('/wemake_python_styleguide/visitors/ast/loops.py', 'visit_any_loop', 'self')
1677 ('/wemake_python_styleguide/visitors/ast/loops.py', 'visit_any_loop', 'node')
1678 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_loop_needs_else', 'self')
1679 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_loop_needs_else', 'node')
1680 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_lambda_inside_loop', 'self')
1681 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_lambda_inside_loop', 'node')
1682 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_lambda_inside_loop', 'arguments')
1683 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_lambda_inside_loop', 'body')
1684 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_useless_continue', 'self')
1685 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_useless_continue', 'node')
1686 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_useless_continue', 'nodes_at_line')
1687 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_multiline_loop', 'self')
1688 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_multiline_loop', 'node')
1689 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_infinite_while_loop', 'self')
1690 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_infinite_while_loop', 'node')
1691 ('/wemake_python_styleguide/visitors/ast/loops.py', 'WrongLoopDefinitionVisitor_class_initializer', '_forbidden_for_iters')
1692 ('/wemake_python_styleguide/visitors/ast/loops.py', 'visit_any_for', 'self')
1693 ('/wemake_python_styleguide/visitors/ast/loops.py', 'visit_any_for', 'node')
1694 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_variable_definitions', 'self')
1695 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_variable_definitions', 'node')
1696 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_explicit_iter_type', 'self')
1697 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_explicit_iter_type', 'node')
1698 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_explicit_iter_type', 'is_wrong')
1699 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_implicit_sum', 'self')
1700 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_implicit_sum', 'node')
1701 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_implicit_yield_from', 'self')
1702 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_implicit_yield_from', 'node')
1703 ('/wemake_python_styleguide/visitors/ast/loops.py', 'visit_For', 'self')
1704 ('/wemake_python_styleguide/visitors/ast/loops.py', 'visit_For', 'node')
1705 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_implicit_items', 'self')
1706 ('/wemake_python_styleguide/visitors/ast/loops.py', '_check_implicit_items', 'node')
1707 ('/wemake_python_styleguide/visitors/ast/loops.py', '_is_assigned_target', '_is_assigned_target_ret')
1708 ('/wemake_python_styleguide/visitors/ast/loops.py', '_is_assigned_target', 'self')
1709 ('/wemake_python_styleguide/visitors/ast/loops.py', '_is_assigned_target', 'node')
1710 ('/wemake_python_styleguide/visitors/ast/compares.py', 'visit_Compare', 'self')
1711 ('/wemake_python_styleguide/visitors/ast/compares.py', 'visit_Compare', 'node')
1712 ('/wemake_python_styleguide/visitors/ast/compares.py', '_is_correct_len', '_is_correct_len_ret')
1713 ('/wemake_python_styleguide/visitors/ast/compares.py', '_is_correct_len', 'self')
1714 ('/wemake_python_styleguide/visitors/ast/compares.py', '_is_correct_len', 'sign')
1715 ('/wemake_python_styleguide/visitors/ast/compares.py', '_is_correct_len', 'comparator')
1716 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_literal_compare', 'self')
1717 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_literal_compare', 'node')
1718 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_useless_compare', 'self')
1719 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_useless_compare', 'node')
1720 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_unpythonic_compare', 'self')
1721 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_unpythonic_compare', 'node')
1722 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_unpythonic_compare', 'all_nodes')
1723 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_heterogeneous_operators', 'self')
1724 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_heterogeneous_operators', 'node')
1725 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_reversed_complex_compare', 'self')
1726 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_reversed_complex_compare', 'node')
1727 ('/wemake_python_styleguide/visitors/ast/compares.py', 'WrongConstantCompareVisitor_class_initializer', '_forbidden_for_is')
1728 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_constant', 'self')
1729 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_constant', 'op')
1730 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_constant', 'comparator')
1731 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_is_constant_compare', 'self')
1732 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_is_constant_compare', 'op')
1733 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_is_constant_compare', 'comparator')
1734 ('/wemake_python_styleguide/visitors/ast/compares.py', 'WrongComparisonOrderVisitor_class_initializer', '_allowed_left_nodes')
1735 ('/wemake_python_styleguide/visitors/ast/compares.py', 'WrongComparisonOrderVisitor_class_initializer', '_special_cases')
1736 ('/wemake_python_styleguide/visitors/ast/compares.py', '_is_special_case', '_is_special_case_ret')
1737 ('/wemake_python_styleguide/visitors/ast/compares.py', '_is_special_case', 'self')
1738 ('/wemake_python_styleguide/visitors/ast/compares.py', '_is_special_case', 'node')
1739 ('/wemake_python_styleguide/visitors/ast/compares.py', '_is_left_node_valid', '_is_left_node_valid_ret')
1740 ('/wemake_python_styleguide/visitors/ast/compares.py', '_is_left_node_valid', 'self')
1741 ('/wemake_python_styleguide/visitors/ast/compares.py', '_is_left_node_valid', 'left')
1742 ('/wemake_python_styleguide/visitors/ast/compares.py', '_has_wrong_nodes_on_the_right', '_has_wrong_nodes_on_the_right_ret')
1743 ('/wemake_python_styleguide/visitors/ast/compares.py', '_has_wrong_nodes_on_the_right', 'self')
1744 ('/wemake_python_styleguide/visitors/ast/compares.py', '_has_wrong_nodes_on_the_right', 'comparators')
1745 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_ordering', 'self')
1746 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_ordering', 'node')
1747 ('/wemake_python_styleguide/visitors/ast/compares.py', 'WrongConditionalVisitor_class_initializer', '_forbidden_nodes')
1748 ('/wemake_python_styleguide/visitors/ast/compares.py', 'WrongConditionalVisitor_class_initializer', '_forbidden_expression_parents')
1749 ('/wemake_python_styleguide/visitors/ast/compares.py', 'visit_any_if', 'self')
1750 ('/wemake_python_styleguide/visitors/ast/compares.py', 'visit_any_if', 'node')
1751 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_constant_condition', 'self')
1752 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_constant_condition', 'node')
1753 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_simplifiable_if', 'self')
1754 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_simplifiable_if', 'node')
1755 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_simplifiable_ifexpr', 'self')
1756 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_simplifiable_ifexpr', 'node')
1757 ('/wemake_python_styleguide/visitors/ast/compares.py', '_check_simplifiable_ifexpr', 'conditions')
